risk_question1,risk_question2,correlation,risk_question1_number,risk_question2_number
work_90improv_50death_trial,exer_90pain_1death_trial,0.2342774843651438,48,22
work_90improv_50drop_trial,work_50improv_50para_trial,0.23401171352579025,32,36
work_50improv_1para_trial,work_90improv_1drop_trial,0.23380928245157948,34,30
exer_50improv_10drop_trial,work_90improv_90death_trial,0.23095227643702018,11,49
exer_50improv_10drop_trial,exer_90improv_90drop_trial,0.2294071164938438,11,17
work_90improv_90para_trial,work_50improv_10para_trial,0.22823306552280032,41,35
exer_90improv_50drop_trial,work_50improv_1drop_trial,0.22766401266351924,16,26
exer_90improv_10drop_trial,exer_50improv_90drop_trial,0.2268981545873509,15,13
work_90improv_10death_trial,work_90improv_90para_trial,0.2262018657513675,47,41
work_50improv_10drop_trial,work_50improv_50para_trial,0.22571261787561345,27,36
work_50improv_90death_trial,work_90improv_10death_trial,0.22547973068371494,45,47
exer_50pain_10death_trial,work_50improv_50drop_trial,0.2243666939731412,19,28
exer_50improv_1drop_trial,work_90improv_50para_trial,0.22418518934585524,10,40
exer_50improv_10drop_trial,work_90improv_50drop_trial,0.22408739796298183,11,32
exer_50improv_90drop_trial,work_50improv_10drop_trial,0.22398445440514922,13,27
work_50improv_90drop_trial,exer_50improv_10drop_trial,0.22392792060980407,29,11
work_50improv_90drop_trial,work_50improv_10para_trial,0.22368269686458794,29,35
work_90improv_90drop_trial,exer_90pain_10death_trial,0.21966563542009065,33,23
exer_50pain_90death_trial,work_90improv_10para_trial,0.21824414100180065,21,39
exer_90improv_1drop_trial,exer_90improv_50drop_trial,0.21692313108805,14,16
work_50improv_50drop_trial,exer_90pain_10death_trial,0.21574406889589626,28,23
exer_90improv_10drop_trial,exer_90pain_90death_trial,0.21556063745214735,15,25
exer_90pain_90death_trial,work_90improv_10death_trial,0.21351616847517718,25,47
exer_50improv_10drop_trial,work_90improv_90para_trial,0.21227480489830342,11,41
exer_90pain_1death_trial,work_90improv_50drop_trial,0.21226310016962574,22,32
work_90improv_90drop_trial,work_90improv_50para_trial,0.21204011493284874,33,40
work_50improv_10drop_trial,exer_90improv_90drop_trial,0.21136230657488828,27,17
work_90improv_50drop_trial,work_50improv_1death_trial,0.21106624329969703,32,42
work_50improv_50para_trial,exer_90pain_1death_trial,0.2108060783852619,36,22
work_90improv_1drop_trial,exer_50improv_10drop_trial,0.20992805967094638,30,11
work_90improv_1para_trial,work_90improv_50death_trial,0.20907795840445442,38,48
exer_90pain_50death_trial,work_50improv_1death_trial,0.20904757802115956,24,42
exer_50pain_1death_trial,exer_90pain_90death_trial,0.20811143917907152,18,25
work_90improv_50drop_trial,work_90improv_50death_trial,0.20634593336915685,32,48
exer_90improv_50drop_trial,work_50improv_1death_trial,0.20615488314807334,16,42
work_90improv_1death_trial,work_90improv_90death_trial,0.2047564509226264,46,49
work_90improv_10drop_trial,work_50improv_90drop_trial,0.2039500882705347,31,29
work_50improv_10para_trial,work_90improv_90drop_trial,0.20305747434638838,35,33
exer_90improv_50drop_trial,work_90improv_1para_trial,0.2019084875560474,16,38
work_50improv_90death_trial,exer_90pain_10death_trial,0.20118449116057321,45,23
work_90improv_90drop_trial,work_50improv_10death_trial,0.20069151052435197,33,43
work_50improv_50drop_trial,exer_90improv_10drop_trial,0.1993521246909632,28,15
exer_90pain_1death_trial,work_50improv_50drop_trial,0.19890101912905925,22,28
work_90improv_90para_trial,work_50improv_1para_trial,0.19870960327158338,41,34
work_50improv_50death_trial,exer_90pain_1death_trial,0.19836319121799711,44,22
exer_50improv_90drop_trial,work_50improv_1para_trial,0.19761525355394235,13,34
work_50improv_90para_trial,work_50improv_1para_trial,0.1969319459813621,37,34
exer_90improv_50drop_trial,work_90improv_1death_trial,0.1946809010498145,16,46
work_50improv_50para_trial,exer_90improv_10drop_trial,0.19457464563092094,36,15
work_50improv_1para_trial,work_90improv_50drop_trial,0.19417524463693464,34,32
work_90improv_90death_trial,work_50improv_1para_trial,0.19375879314006877,49,34
work_90improv_50death_trial,work_50improv_10drop_trial,0.193173927508187,48,27
exer_50improv_90drop_trial,exer_90pain_1death_trial,0.1931166644117117,13,22
work_90improv_50para_trial,exer_90improv_10drop_trial,0.19201437632193638,40,15
work_90improv_50drop_trial,work_50improv_90para_trial,0.1909860755946694,32,37
work_90improv_10death_trial,work_90improv_50drop_trial,0.19043459990019332,47,32
exer_50improv_1drop_trial,work_50improv_50drop_trial,0.18862062458011408,10,28
exer_90pain_50death_trial,work_50improv_10drop_trial,0.1883913863973118,24,27
work_50improv_10para_trial,work_90improv_50drop_trial,0.18776664554471945,35,32
exer_50pain_1death_trial,work_90improv_90para_trial,0.18717683408487476,18,41
work_90improv_10drop_trial,exer_90improv_90drop_trial,0.18647126420014629,31,17
work_90improv_1para_trial,exer_50improv_50drop_trial,0.18631908455421078,38,12
work_90improv_10drop_trial,work_90improv_50para_trial,0.18627724095297646,31,40
work_50improv_10drop_trial,exer_50pain_50death_trial,0.1847603398236977,27,20
exer_50pain_1death_trial,exer_50pain_90death_trial,0.18447605159631275,18,21
work_90improv_10death_trial,exer_50pain_50death_trial,0.1842518640346163,47,20
work_90improv_10death_trial,work_50improv_90para_trial,0.18421104476887293,47,37
exer_50pain_1death_trial,work_90improv_90death_trial,0.18390149038218198,18,49
work_50improv_1para_trial,work_50improv_50drop_trial,0.18319536351626692,34,28
exer_90improv_50drop_trial,work_90improv_90death_trial,0.18054548891651748,16,49
work_50improv_50drop_trial,work_50improv_50death_trial,0.18038052516262884,28,44
exer_50improv_50drop_trial,work_50improv_1drop_trial,0.1784068296283404,12,26
work_50improv_10drop_trial,work_90improv_50para_trial,0.17816978972397715,27,40
work_90improv_10para_trial,work_90improv_1drop_trial,0.17777980241119182,39,30
exer_50pain_1death_trial,work_90improv_50drop_trial,0.17755520605710878,18,32
work_50improv_10para_trial,work_90improv_1drop_trial,0.17737644524273818,35,30
work_50improv_1death_trial,exer_50pain_50death_trial,0.17628540086299155,42,20
exer_90pain_50death_trial,work_90improv_10drop_trial,0.17486778309338288,24,31
exer_90improv_1drop_trial,exer_50pain_10death_trial,0.17452162943880317,14,19
exer_90pain_50death_trial,work_90improv_1death_trial,0.17333180844587648,24,46
exer_90improv_10drop_trial,exer_50pain_90death_trial,0.1725421563468249,15,21
exer_50pain_10death_trial,work_90improv_50drop_trial,0.17144106065528122,19,32
exer_50improv_50drop_trial,exer_90improv_1drop_trial,0.17002375403075123,12,14
work_90improv_1para_trial,work_90improv_50drop_trial,0.16911084207634983,38,32
work_90improv_1para_trial,work_50improv_50death_trial,0.16784334982071492,38,44
work_50improv_10drop_trial,work_50improv_90para_trial,0.16650974619710593,27,37
exer_50pain_10death_trial,work_50improv_1drop_trial,0.16617884746547854,19,26
work_90improv_10drop_trial,work_90improv_50death_trial,0.16387371850425062,31,48
work_90improv_90para_trial,work_90improv_1death_trial,0.16281238530374442,41,46
exer_50pain_90death_trial,exer_50improv_10drop_trial,0.16190083772232217,21,11
exer_50pain_10death_trial,work_90improv_10drop_trial,0.16126498465509453,19,31
work_90improv_90drop_trial,work_90improv_10para_trial,0.16123071688539517,33,39
exer_90improv_1drop_trial,work_90improv_50drop_trial,0.16048506999521042,14,32
exer_50improv_50drop_trial,work_90improv_10drop_trial,0.15819157033200593,12,31
work_50improv_50drop_trial,work_50improv_90para_trial,0.15761095548500925,28,37
exer_90pain_90death_trial,work_50improv_10drop_trial,0.15757628830343978,25,27
work_90improv_1drop_trial,work_50improv_50drop_trial,0.15698427301393367,30,28
exer_50improv_90drop_trial,work_90improv_10death_trial,0.15646812217835926,13,47
exer_90pain_90death_trial,exer_90pain_1death_trial,0.15538354993622844,25,22
work_50improv_50drop_trial,work_50improv_1death_trial,0.15532516051850692,28,42
exer_90pain_90death_trial,work_50improv_1para_trial,0.15510836092304586,25,34
work_90improv_90para_trial,work_90improv_50drop_trial,0.154562533635745,41,32
work_90improv_1death_trial,work_90improv_50drop_trial,0.15282879740081354,46,32
exer_50improv_1drop_trial,exer_90improv_50drop_trial,0.15150782539408916,10,16
exer_90pain_1death_trial,exer_50pain_50death_trial,0.15009819447093364,22,20
work_90improv_10drop_trial,work_50improv_50death_trial,0.149433930147718,31,44
exer_90improv_90drop_trial,exer_50pain_1death_trial,0.14526273444772667,17,18
work_90improv_90death_trial,work_50improv_1death_trial,0.14519916105735642,49,42
work_90improv_10death_trial,exer_90improv_90drop_trial,0.1451045128874732,47,17
work_50improv_90para_trial,work_50improv_1death_trial,0.1417669096424344,37,42
work_50improv_90drop_trial,work_50improv_1para_trial,0.14176183846616047,29,34
work_90improv_1death_trial,work_50improv_90death_trial,0.14126657639724446,46,45
exer_90improv_50drop_trial,work_50improv_90death_trial,0.14032733523100474,16,45
work_90improv_90para_trial,work_50improv_1death_trial,0.1401385703268398,41,42
work_50improv_90death_trial,exer_50improv_10drop_trial,0.1374158110565337,45,11
exer_50pain_90death_trial,exer_90pain_1death_trial,0.13734311891547377,21,22
exer_50improv_90drop_trial,work_50improv_1death_trial,0.13637121876488556,13,42
exer_90pain_1death_trial,work_50improv_90para_trial,0.13631464720383182,22,37
exer_90pain_90death_trial,work_50improv_1death_trial,0.1348635593686308,25,42
exer_90improv_10drop_trial,work_50improv_90para_trial,0.13416842951044447,15,37
work_50improv_1para_trial,exer_90improv_90drop_trial,0.13395890099716806,34,17
exer_50pain_1death_trial,work_50improv_90drop_trial,0.13317407496520356,18,29
exer_50pain_1death_trial,work_50improv_50drop_trial,0.13288496864274596,18,28
work_90improv_90death_trial,work_50improv_50drop_trial,0.13056253703648335,49,28
exer_90improv_10drop_trial,work_50improv_90drop_trial,0.12922019281051178,15,29
work_90improv_50drop_trial,work_90improv_90death_trial,0.12892372011266182,32,49
work_50improv_90para_trial,work_90improv_1death_trial,0.12837901433358778,37,46
work_50improv_90death_trial,work_90improv_50drop_trial,0.12633267511327936,45,32
work_50improv_90death_trial,exer_50pain_1death_trial,0.1259120202000752,45,18
exer_90pain_90death_trial,work_90improv_1death_trial,0.1256021234282758,25,46
work_90improv_10drop_trial,exer_50pain_50death_trial,0.12261761277738464,31,20
work_50improv_10drop_trial,work_90improv_90para_trial,0.1218954176388162,27,41
work_90improv_10drop_trial,exer_90pain_90death_trial,0.12177418726062393,31,25
exer_90improv_10drop_trial,work_90improv_90drop_trial,0.1216237224048997,15,33
exer_50improv_90drop_trial,work_90improv_1death_trial,0.12088358652469383,13,46
work_90improv_90para_trial,exer_90improv_10drop_trial,0.120488522078084,41,15
exer_50improv_1drop_trial,work_50improv_50para_trial,0.11970334525153405,10,36
exer_90pain_1death_trial,exer_90improv_90drop_trial,0.1197013153640954,22,17
exer_90improv_1drop_trial,work_50improv_50drop_trial,0.11891613749446558,14,28
exer_90pain_50death_trial,work_90improv_1para_trial,0.11685687850073051,24,38
exer_90improv_90drop_trial,work_50improv_1death_trial,0.11452040818221856,17,42
work_90improv_1death_trial,work_50improv_50drop_trial,0.11372700129008263,46,28
work_90improv_1para_trial,work_50improv_50para_trial,0.11358549806728936,38,36
work_50improv_1para_trial,work_50improv_90death_trial,0.1129013418544762,34,45
work_90improv_1drop_trial,exer_90pain_10death_trial,0.1108649509378461,30,23
work_50improv_10para_trial,work_50improv_90death_trial,0.10942912432598981,35,45
work_50improv_50death_trial,work_50improv_1drop_trial,0.1049762637545779,44,26
work_90improv_50death_trial,work_50improv_50drop_trial,0.1049374929442705,48,28
exer_50improv_1drop_trial,exer_50pain_50death_trial,0.10192473603673749,10,20
work_90improv_90drop_trial,work_50improv_1drop_trial,0.09875478154498908,33,26
work_90improv_1para_trial,work_50improv_50drop_trial,0.09836857656645936,38,28
work_50improv_1drop_trial,work_50improv_90drop_trial,0.09535442436355453,26,29
work_90improv_50death_trial,work_50improv_1drop_trial,0.09512462161741311,48,26
work_50improv_50drop_trial,work_90improv_10death_trial,0.09510062064656497,28,47
work_90improv_10drop_trial,work_50improv_50para_trial,0.0944710029843844,31,36
exer_50pain_90death_trial,work_50improv_1para_trial,0.09430632726122704,21,34
exer_50improv_1drop_trial,work_90improv_50drop_trial,0.09398342809530383,10,32
work_90improv_90death_trial,work_50improv_10drop_trial,0.08937481014062389,49,27
work_90improv_1drop_trial,exer_90improv_50drop_trial,0.08906713984780172,30,16
exer_50improv_10drop_trial,work_90improv_90drop_trial,0.08822683320772051,11,33
work_50improv_10drop_trial,exer_50pain_90death_trial,0.08810233819813885,27,21
work_90improv_1death_trial,exer_50pain_50death_trial,0.08242954495572226,46,20
exer_50improv_90drop_trial,exer_50improv_1drop_trial,0.08069184230574038,13,10
exer_50improv_90drop_trial,work_90improv_10drop_trial,0.07691478556818503,13,31
work_50improv_1drop_trial,work_50improv_50para_trial,0.07505274652252762,26,36
work_90improv_1death_trial,exer_90improv_90drop_trial,0.07372251665037266,46,17
work_50improv_1death_trial,work_50improv_90drop_trial,0.06473142880900615,42,29
work_90improv_90drop_trial,work_50improv_1death_trial,0.06403069024835023,33,42
exer_90pain_1death_trial,work_90improv_90drop_trial,0.06390443605155273,22,33
work_50improv_50drop_trial,work_50improv_90death_trial,0.06363966134916015,28,45
work_90improv_10death_trial,work_50improv_90drop_trial,0.06078050074044643,47,29
work_90improv_90para_trial,work_50improv_50drop_trial,0.05804451953280516,41,28
exer_50pain_1death_trial,work_90improv_90drop_trial,0.05593034930715201,18,33
exer_90pain_50death_trial,exer_50improv_1drop_trial,0.05561034004187835,24,10
work_50improv_90death_trial,work_50improv_1death_trial,0.05507258573908263,45,42
exer_50improv_1drop_trial,work_90improv_90para_trial,0.05324710807993738,10,41
work_50improv_90drop_trial,exer_50improv_1drop_trial,0.05208389752838653,29,10
work_90improv_50para_trial,work_50improv_1drop_trial,0.047992491087929676,40,26
work_90improv_1para_trial,exer_50pain_50death_trial,0.04663675059624437,38,20
exer_90pain_1death_trial,work_50improv_90drop_trial,0.04625670965093797,22,29
exer_50improv_1drop_trial,work_90improv_90death_trial,0.04611969758578234,10,49
work_90improv_90drop_trial,work_50improv_1para_trial,0.04472569158836651,33,34
work_90improv_90death_trial,exer_90improv_10drop_trial,0.04337645921763969,49,15
exer_90pain_1death_trial,work_90improv_90death_trial,0.040066439499204035,22,49
exer_50improv_1drop_trial,exer_90pain_90death_trial,0.03768923839734593,10,25
work_50improv_90death_trial,work_50improv_10drop_trial,0.03329555939325327,45,27
work_50improv_1drop_trial,exer_50improv_90drop_trial,0.03313573632764468,26,13
work_90improv_10drop_trial,exer_50pain_90death_trial,0.03225584954957146,31,21
work_90improv_90drop_trial,work_90improv_10death_trial,0.029310485251942187,33,47
work_90improv_1drop_trial,work_50improv_10death_trial,0.0290901978445664,30,43
work_90improv_10death_trial,exer_50pain_90death_trial,0.028820481897849363,47,21
exer_50pain_90death_trial,work_50improv_1death_trial,0.02662006588884159,21,42
work_90improv_10drop_trial,work_50improv_90para_trial,0.02649535489026211,31,37
exer_50improv_1drop_trial,work_50improv_90para_trial,0.026002619007795626,10,37
work_50improv_1drop_trial,exer_90pain_50death_trial,0.02523963993958079,26,24
exer_90improv_1drop_trial,work_50improv_50death_trial,0.024245486827362904,14,44
exer_90improv_1drop_trial,exer_90pain_50death_trial,0.01999377209768067,14,24
work_90improv_1death_trial,work_50improv_90drop_trial,0.013777427919099776,46,29
work_90improv_50para_trial,exer_90improv_1drop_trial,0.013595340547725822,40,14
work_90improv_90para_trial,work_90improv_10drop_trial,0.008265470580184132,41,31
work_90improv_90para_trial,exer_90pain_1death_trial,0.00536654787486609,41,22
exer_50pain_90death_trial,work_90improv_1death_trial,0.005343754339672165,21,46
work_90improv_1death_trial,work_90improv_90drop_trial,0.0005663701953448989,46,33
work_50improv_1drop_trial,work_50improv_90para_trial,-0.0008472506690903417,26,37
exer_90improv_1drop_trial,work_90improv_50death_trial,-0.004204041488363268,14,48
exer_90improv_90drop_trial,work_50improv_1drop_trial,-0.010520372437876353,17,26
work_90improv_1para_trial,work_90improv_90para_trial,-0.013118243116900215,38,41
work_50improv_1drop_trial,exer_50pain_50death_trial,-0.021351045682048937,26,20
exer_50improv_1drop_trial,exer_90improv_90drop_trial,-0.030542361089076323,10,17
exer_90improv_10drop_trial,work_50improv_90death_trial,-0.033411073953444836,15,45
exer_90pain_90death_trial,work_50improv_1drop_trial,-0.035072683079571225,25,26
exer_90pain_1death_trial,work_50improv_90death_trial,-0.03835920944947932,22,45
work_90improv_1para_trial,exer_90pain_90death_trial,-0.041649985137213213,38,25
exer_50improv_90drop_trial,work_90improv_1para_trial,-0.045039888739878936,13,38
exer_50pain_90death_trial,work_50improv_1drop_trial,-0.0486816698219134,21,26
exer_50improv_1drop_trial,exer_50pain_90death_trial,-0.05238136254717878,10,21
work_90improv_1para_trial,work_90improv_90death_trial,-0.05294042622764606,38,49
exer_50improv_1drop_trial,work_50improv_90death_trial,-0.053123496360459994,10,45
work_90improv_90death_trial,work_90improv_10drop_trial,-0.05461142968642684,49,31
work_90improv_1para_trial,work_50improv_90para_trial,-0.06747012169089218,38,37
exer_50improv_90drop_trial,exer_90improv_1drop_trial,-0.06756081487722376,13,14
exer_90improv_90drop_trial,work_90improv_1para_trial,-0.06925699743138515,17,38
exer_90improv_1drop_trial,exer_50pain_50death_trial,-0.0708924579521247,14,20
exer_90pain_50death_trial,work_90improv_1drop_trial,-0.10583162479646956,24,30
work_90improv_10drop_trial,work_50improv_90death_trial,-0.10724888422390329,31,45
work_90improv_90drop_trial,exer_50improv_1drop_trial,-0.10925445027424328,33,10
exer_90improv_1drop_trial,exer_90improv_90drop_trial,-0.11251761858143494,14,17
exer_50improv_50drop_trial,work_90improv_1drop_trial,-0.11388691092093854,12,30
work_90improv_90death_trial,work_50improv_1drop_trial,-0.11465558390538225,49,26
exer_50pain_90death_trial,work_90improv_1para_trial,-0.11474451493968774,21,38
work_50improv_90drop_trial,work_90improv_1para_trial,-0.11688435890963844,29,38
exer_90improv_1drop_trial,work_50improv_50para_trial,-0.11735083304661055,14,36
work_90improv_50para_trial,work_90improv_1drop_trial,-0.11791796838548373,40,30
work_90improv_90drop_trial,work_90improv_1drop_trial,-0.11975213144033667,33,30
work_50improv_90death_trial,work_90improv_1para_trial,-0.12007937566357985,45,38
work_50improv_1drop_trial,work_90improv_90para_trial,-0.13192917277476418,26,41
exer_90pain_90death_trial,exer_90improv_1drop_trial,-0.1346221730034934,25,14
work_90improv_90drop_trial,work_90improv_1para_trial,-0.13792736726167618,33,38
exer_90improv_1drop_trial,exer_50pain_90death_trial,-0.1497768678746158,14,21
exer_90improv_1drop_trial,work_50improv_90drop_trial,-0.15113546440586,14,29
exer_50pain_10death_trial,work_90improv_1drop_trial,-0.1557843975456157,19,30
work_90improv_90drop_trial,exer_90improv_1drop_trial,-0.15716581214670158,33,14
work_50improv_90para_trial,exer_90improv_1drop_trial,-0.17269856234636402,37,14
work_90improv_1drop_trial,work_50improv_50death_trial,-0.17460797268799283,30,44
work_50improv_90death_trial,work_50improv_1drop_trial,-0.19932778265305745,45,26
work_90improv_50death_trial,work_90improv_1drop_trial,-0.20422846788897422,48,30
exer_50pain_50death_trial,work_90improv_1drop_trial,-0.2150156122040626,20,30
work_50improv_90drop_trial,work_90improv_1drop_trial,-0.24363863115865697,29,30
work_90improv_90para_trial,exer_90improv_1drop_trial,-0.2438183897542334,41,14
work_90improv_90death_trial,exer_90improv_1drop_trial,-0.2697986297453076,49,14
work_90improv_1drop_trial,exer_90improv_90drop_trial,-0.27392231105835774,30,17
work_90improv_1drop_trial,exer_50improv_90drop_trial,-0.298738837353821,30,13
work_90improv_1drop_trial,exer_90pain_90death_trial,-0.3128433271152894,30,25
work_50improv_50para_trial,work_90improv_1drop_trial,-0.33441458171624355,36,30
exer_90improv_1drop_trial,work_50improv_90death_trial,-0.34513419168539067,14,45
exer_50pain_90death_trial,work_90improv_1drop_trial,-0.3897052611984185,21,30
work_90improv_90para_trial,work_90improv_1drop_trial,-0.46774151954828935,41,30
work_90improv_90death_trial,work_90improv_1drop_trial,-0.4701079901746668,49,30
work_50improv_90para_trial,work_90improv_1drop_trial,-0.47584137948427796,37,30
work_50improv_90death_trial,work_90improv_1drop_trial,-0.4909039316365813,45,30
